tweet,label
Smuggled letter by Gaza tunnel digger details suffering under Hamas rule http://t.co/jusiee1yhK via,not profane
Smurf a real cat bitch,profane
Snakes slithered in they coil RT : These hoes ain't loyal,profane
Snapchat me bitches @/jaceyjanette,profane
Sneaky hoes http://t.co/YPqpMdpfGg,profane
Snoop with the hoes &#128514;&#128514;&#128514;,profane
"So I already don't fuck with dude, but I be nice. And I'm humoring him. but this bitch crossed a line. ""First of motherfucking all...""",profane
So I decided to drive to the good walmart where the colored folks don't go bc it's food here.,profane
So I figure out why I've been a bitch lately.,profane
So I guess I want to be ghetto my dad was poor ... Not in morals or in standards my grandfather was poor... He was great man tho,profane
So I guess I'm on snapchat now? So snapchat me bitches. Danvii . No idea...,profane
"So I guess all girls are ""psycho bitches and dgaf"" these days.. Smh y'all are dumb&#128514;&#128514;Don't even know what psycho is. Tf outta here&#128514;",profane
"So I had to spray this huge ass wasp nest outside my backdoor. Maaan, them bitches were mad as fuck!!",profane
So I keep cool but in the back of my mind I'm like did des hoes just come on my mf porch like ik dem,profane
"So I made ""hey"" as a short cut for ""pussy lips"" in Ann's phone http://t.co/QHKEsDVizR",profane
"So I seen this sweater , its flashy. I wanna get it. I gotta get it. It say ""my boyfriend is my bitch, with some puppies"" &#128514;&#128514;&#128514;",profane
"So I swore my school was closed, but that bitch is open and I'm home &#128514;",profane
So I we gotta find a new house because the land lord being a bitch but we getting a waaaay better house so it's all good lol,profane
So I'm at #tedgibson and Ted is getting his hair colored right beside me. Heeeey!,not profane
"So I've been pretty paranoid about the cooling weather bringing about an abundance of birds in Austin, NYC and Philadelphia.",not profane
So Politico says Rney will win and then goes after Gallup for doing the same thing. LMAO at you #teabaggers #morningjoe,not profane
So Sterling bitch gotta he a hoe.. aye she paid and you're...mad? Dont blame the bitch. She half black.,profane
So am I the only cracker up playing his guitar (thank you ) on this Saturday night?,not profane
So apparently me &amp; Eric fucced &amp; I be just fuccing every nigga &#128514;&#128557; GREAT but y'all bitches NOT whoppin &amp; talkin behind BLOCCED twitters,profane
So at work today I got called a cracker ass bitch. Lol,profane
"So basically I reflected a lot on how for now, I make fire my bitch day to day.",profane
"So bitch shoot me a look, it better be a blank stare, or get shanked in the pancreas",profane
"So buy another round, they tried to shut us down bout an hour ago, but we still in this bitch. Early not late!!! Follow",profane
So excited for this white trash bash party tonight &#128540;&#127867;,profane
"So excited for tomorrow &amp; Saturday, &amp; then just being a lazy bitch on Sunday. &#128076;",profane
So far I've only seen 3 bad bitches talkn bout Mansion &#233;lan .. Wtf is up!!,profane
So far today every time I try to load an article from the Blaze on Twitter the site crashes. WTF is Selibus doing now the cunt,profane
So fucking thirsty for a championship that they welcome a fucking traitor with open arms.... Haha fucking no heart ass pussy organization,profane
So ghetto.,profane
So glad I found a good girl and don't have to deal with these wild ass hoes they have nowadays.. Ratchets.,profane
"So i bought condoms for my party at rite aid and the lady gave me a dirty look, just now i came back and bought trash bags #imagineherface",not profane
"So if I had dreads, tattoos AND a beard Id get all the bitches??",profane
So if a girl gets drunk and does some hoe shit...it's rape now???,profane
So is the term wigger. If someone chooses to listen to hip hop and act a certain way it's cause of his interests not race,profane
So jealous of my parents and Bryce gone to rednecks with paychecks for the weekend I should've gone &#128520; http://t.co/F0mZQjWcRp,profane
So jus don't be faithful cus u never kno what your bitch doing lmao,profane
So just chill hoe,profane
"So let's see what you look like in the AM without the 10 filters and colored contact lenses, your followers are dying to know",not profane
So many bitches in one sentence #fixitjesus,profane
So many bitches think they're so much hotter than they are,profane
So many hoes whipped you would have thought we were still in slavery,profane
So many shady bitches. THE SECRET THIRST IS ALIVE,profane
So many weird people in the ghetto at this time.,not profane
So much for #UCLA being the team to beat they are trash,not profane
So much more going on but hypocrisy doesn't sit well with me. My redneck family from central Illinois more black then Bieber!,not profane
So much white trash at this demo derby &#128514;&#128079; &#127482;&#127480;,profane
"So my coworker is yellin at my other coworker and I so I'm like ""Who you talkin to? Cuz it's not me"" then she wanna bktrack like no bitch",profane
"So my daughter seen Charlie Villanueva... Questions on 1,000 &#128514;&#128514;&#128514;&#128514;",not profane
So my dumb ass screams fuck the redskins in this big ass echo filled parking garage,profane
"So my light was off &amp; door was closed , mom walks in turn lights on . Tells me to take trash out in the morning . then walked out.. Light on",not profane
"So my mom told me she put my ""drug paraphernalia"" in the trash. The shitty life of a stoner with a cop mom. Im pretty upset.",profane
So niggas wanna be bitches and shit wearing flowers and shit smh y'all niggas gay!,profane
So niggers really believe Phelps just smokin on a regular huh? Tell me now &amp; I'll log off for the night,profane
So now ain't nobody got a type you all like bad bitches huh...well why yo baby momma never mind,profane
So now been trill is trash cus asap said so &#128533; ok,not profane
So now he wanna LIE !? &#128514;&#128557; he's a fuccing joke &#9995;&#128564; ajay gotta whole bitch but oml trynna argue wit me &amp; shit like FIR WHAT BOI !?,profane
"So people here donate plasma to feed their drug addiction... I donate because I get money, and I save lives. Whaddup bitches &#128129;",profane
"So pissed I forgot that Saiyan bitches infio. She gave ne her IG tioo,. FUCK",profane
So real it's unreal LOL #Yankees #WorldSeries #27andCounting #MLB #MLBtheShow12 http://t.co/tdMrBsnP,not profane
So scared for orientation.I hate meetin new people.They're gonna think im this quiet girl but really im the craziest bitch they'll ever meet,profane
So sick of you fake ass hoes,profane
So some bitch flipped me off for letting her infront of mee... Okay.,profane
So some pussy don't cream when they cum?,profane
"So the Flash pops is the Dawson pops. I think he mighta actually killed the mom. Cuz Gail was a lying, cheating bitch.",profane
So this dumb bitch had an opinion bout wtf I post on my instagram the time it took to write a post&#8230; http://t.co/NUzmxspxUS,profane
So tired but mom is making me stay up until she is finished drinking another beer. She better chug that shit,profane
"So to the fat, toothless, sack chasing bitch that just yelled at me from her busted ass van window. Fuck off and get a real job",profane
"So toodles to you bitches , goodnight! &#127769;&#9729;&#65039;&#127776;&#128164;&#9996;&#65039;",profane
"So was chris brown talking bout hisself when he said ""these hoes ain't loyal ?""",profane
"So we are not even two full games into the season, and the fairweather whining is already in full effect? #Yankees",not profane
"So weird how the word ""cunt"" is offensive in other countries, yet in this country it's a reference to somebody.. Like ""who's this cunt?""",profane
"So what if she a hoe in her city. If she make you happy, move her to Montana and be happy for the rest of y&#8217;all days.",profane
So yall give farwells to Lulu yet did all but shit on Kris? Ok bitches... ok,profane
So yall hoes still surfboard'n in the tub or nah?,profane
So yesterday I ran into a dude I went to high school with &amp; he used to be skinny as hell. Now? Omg. Same fucker who slit my tires years ago.,profane
"So you don't want to see the true life story of American heroes, Bizzy, Lazy, Krayzie &amp; Wish... you wanna watch hillbillies shoot pumpkins",not profane
So you females feel like it's ok to dress like a hoe? Smh I just hope I don't have a daughter please god http://t.co/2uaWusHHYE,profane
So you still don't suck dick or eat pussy in 2014?,profane
"So, #brony-folk far and wide are throwing bitch fits over #EquestriaGirls. I must be the only one who isn't. It looks interesting to me.",profane
"So, I can get into something closely approximating the full bird of paradise yoga pose. TIME TO MAKE MY RAGDOLL COSPLAY",not profane
"So, about this flappy bird game then.",not profane
"So, are the Olympics over in Brazil yet or what? I mean, yay sports! What? Stop looking at me like, &#8220;What are you, queer?&#8221; #GoRedskins?",profane
So...Hello Kitty is really a Chicken Boo bitch?,profane
Soap. I wish some pussy tho RT : What does your beard smell like?,profane
"Social media post about rival social media app. I shall never let the word ""edited"" appear next to my Facebook status. Double read it bitch.",profane
Social networks will ruin a bitches game.,profane
Sock the pussy like I'm vegeta,profane
Soetoro/Obama is moving the country #Forward w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey. #War,profane
Soft niccas usually send the hate thru the bitches jealous Instagram niccas hatin on ya pictures --,profane
Soft niggas usually send the hate threw the bitches,profane
Sold weed to a bitch who's gonna be a lawyer.. Bet she'll have a niggas back..,profane
Sombody bring me some pussy,profane
"Some ""don't cross me"" bitches",profane
Some Army females just bitch about everything ..,profane
Some Douche cubs redneck cubs fan freaked out asking if bites..... No you bloody BERK!!! He's like the&#8230; http://t.co/ulc6CMVtki,not profane
Some Jihadi posted a bio of the #ISIS boss Mr Awad with excellent sociological info. Can't thank him/her enough for the gift.,not profane
Some are oval and some are pink some are blue and some are just yellow,not profane
Some bitch niggas in drumlin just sprayed me with water and ran away #fucking #pussies,profane
Some bitches are relentless. You can curve her a hundred times and she still wants the dick,profane
Some bitches barely respect themselves,profane
Some bitches curve game be too serious,profane
"Some bitches just have NO luck with men lmao.. Maybe YOU'RE the problem sweetheart, it can't all be our fault lol",profane
Some bitches need to get a life &#128175;&#128079;&#128524;,profane
Some bitches truly ain't shit !,profane
"Some black people live in an entirely different world where everything is peaches and cream, apparently. Take off the rose colored glasses.",not profane
Some call it trickn i call it hangn out ima handle my business n knock dat pussy out &#128049;&#128166;&#127814;,profane
Some croquettes for you hoes,profane
Some girls think being a bitch and having an attitude is attractive. Who tf made you think that??,profane
"Some guy at orientation got asked what his top 3 favorite music artists are and the first thing this bitch said was ""Usher"".",profane
Some ho hitting on my wife lol,profane
Some hoes that tweet just make me mad lol,profane
Some lying ass hoes lol,profane
Some movies are made to facilitate dudes to pick girls up. Think out side the box lil nigguh,profane
